box_first_week,box_sum,celebrity,date,honor_count,length,name_alt,name_cn,nomination_count,poster,rank,region,score,tag,url
,,"{'导演': ['罗伯·莱纳'], '演员': ['玛德琳·卡罗尔', '卡兰·麦克奥利菲', '艾丹•奎因', '瑞贝卡·德·莫妮', '安东尼·爱德华兹', '约翰·马奥尼', '佩内洛普·安·米勒', '凯文·韦斯曼', '摩根·莉莉', '瑞安·克茨纳', '吉莉安·普法夫', '迈克尔·博萨', '博·勒纳', '杰奎琳·埃沃拉', '泰勒·格鲁秀斯', '艾莉·布莱恩特', '阿什莉·泰勒', '伊瑟尔·布罗萨德', '科迪·霍恩', 'Frankie Potochick', 'Quintin Hicks', 'Wallace Bridges', 'Inga R. Wilson', 'Jake Reiner', '迈克尔·博尔顿', '肖恩·哈珀', 'Linda Auwers', 'Ruth Crawford', '斯戴芬妮·斯考特', 'Joseph Varsanik', 'Tyler Martin Moylan', 'Tristan DeRoches', '帕特丽夏·伦茨', 'Spencer Rohatynski', 'Chase Gall', '马修·戈尔德', '阿罗拉·凯瑟琳·史密斯', '凯莉·唐纳利', '索菲亚·撒高', '米歇尔·梅斯默', '卡拉 帕西托', '凯特琳·帕西托', '斯科特·乔尔·吉兹基', '阿拉米斯·奈特', '罗德·迈尔斯', 'Hahn Cho', 'Julia Hershey', 'Sydney Lumbert', 'Clarinda Ross', '约翰·玛哈尼', 'Michael Christopher Bolten'], '编剧': ['安德鲁·沙因曼', '文德琳·范·德拉安南', '罗伯·莱纳'], '制片人': ['弗兰克·卡普拉三世', '丽兹·格洛策', 'Alan Greisman', 'David Siegel', '马丁·沙弗尔', '罗伯·莱纳'], '摄影指导': ['托马斯·德尔·鲁斯'], '摄影师': ['托马斯·德尔·鲁斯'], '美术指导': ['德斯玛·墨菲'], '剪辑师': ['罗伯特·利顿'], '作曲': ['Cedric N. Lee', 'Peter Martorano', '马克·夏曼'], '音乐': ['马克·夏曼', 'Maria Newman', '彼得·罗特'], '副导演': ['布莱恩·雷利', 'Jonathan Capra', '弗兰克·卡普拉三世'], '艺术指导': ['比尔·布鲁茨基'], '服装师': ['Durinda Wood'], '化妆师': ['Dennis Liddiard', 'Medusah', 'Francisco X. Pérez'], '视觉效果': ['Kelvin McIlwain', 'Georgia Scheele', 'Chris B. Schnitzer'], '音效': ['朗·班德', '凯特琳·德弗', '罗伯特·埃伯', '马克·菲什曼', '格林纳·格里马拉', 'Catherine Harper', 'Daniel J. Leahy', 'Christopher Moriana', 'Jon Title'], '道具师': ['Michael W. Anderson', 'Brad Baker', 'Geoff Ernst', 'David Luckenbach', ""Anthony 'Spike' Simms"", 'Jordan C. Kadovitz'], '选角副导演': ['Allison Bader', '珍妮特·希尔森', '简·詹金斯'], '制片主任': ['David Siegel'], '置景师': ['丹妮尔·伯曼'], '影视音乐制作人': ['马克·夏曼'], '外联制片': ['Cedric N. Lee', 'Peter Martorano'], '特技指导': ['Jodi Starnes', 'Banzai Vitale'], '特效师': ['Frankie Potochick', 'Robert Tyrrell', 'Russell Tyrrell', 'Jodi Starnes', 'Banzai Vitale'], '其他': ['Sydney Hope Banner', 'Jason Bartolone', 'Lorrie Campbell', 'Christopher M. Meagher', 'Matthew Burnell', 'Maria Newman', '布赖恩·麦克布莱恩', 'Frank McEldowney', '彼得·罗特', 'Sharon Roggio', 'Cohl Klop', '马修·迈克阿德尔', '卡洛塔·蒙塔纳里', 'Charlie Nadler', 'Erin Woods']}",2010-07-26,,90,Flipped,怦然心动,,https://p0.meituan.net/movie/15f1ac49b6d1ff7b71207672993ed6901536456.jpg@464w_644h_1e_1c,10,美国,8.9,爱情,https://www.maoyan.com/films/46818
,,"{'导演': ['吕克·贝松'], '演员': ['让·雷诺', '加里·奥德曼', '娜塔莉·波特曼', '丹尼·爱罗', '彼得·阿佩尔', 'Willi One Blood', '唐·克里奇', 'Keith A. Glascoe', '伦道夫·斯科特', '迈克尔·巴达鲁科', '艾伦·格里尼', '伊丽莎白·瑞根', '卡尔·马图斯维奇', '弗兰克·赛格', '卢修斯·怀亚特·切罗基', '埃里克·查利', '吕克·伯纳德', '麦温·勒·贝斯柯', 'Jessie Keosian', '乔治·马丁', '阿卜杜勒·哈桑·谢里夫', '斯图亚特·鲁丁', '肯特·布劳德赫斯特', 'Tommy Hollis', '彼得·吉安卢卡利纳瑞', '强尼·里默', '丹尼·贝利', '赛斯杰罗姆·沃克', '迈克尔·蒙德拉', 'Alex Dezen', 'Betty Miller', 'Geoffrey Bateman', 'Arsène Jiroyan', 'Peter Vizard', '约瑟夫·玛勒巴', '大卫·w·巴特勒', '罗伯特·拉萨多', 'Steve Gonnelo', 'William James Stiggers Jr.', 'Anthony Ragland', '水晶·米歇尔·布莱克', '桑尼·齐托', '洛基·埃尔南德斯', '兰迪·珀尔斯坦', 'Trevor Walace', '基思·布洛克', '弗雷德·菲舍尔', 'Peter Justinius', 'Denis Bellocq', 'Thomas Delehanty', 'Ed Ventresca', 'Wallace Wong', 'Cary Wong', 'Amimul Rolly', 'Mohammed Rashid', '亚当·布斯奇', '马里奥·托迪斯科', 'James Melissinos', '杰纳德.布鲁克斯', 'Matt De Matt', '萨米·纳塞利', '克里斯托夫·戈蒂埃', 'Junior Almeida', '大卫·格雷格', 'Michel Montanary', '埃尔韦·胡森', 'Didier Legros', '马克·安德烈奥尼', '吉尔·克莱伯', 'Junior John Levis', 'Tony Sauraye', 'Thierry Maurio', '让·雨果·安格拉德', 'James Fahrner', 'Michael Wehrhahn', 'Daniel Schenmetzler', 'Alyssia Dujmovich', '麦温', '沈晓谦', '大塚明夫', '埃莱娜·卡多纳', 'Jeff McBride'], '编剧': ['吕克·贝松'], '制片人': ['Claude Besson', 'Bernard Grenet', '帕特里斯·勒杜', 'John Garland', '吕克·贝松'], '摄影指导': ['蒂埃里·阿博加斯特'], '摄影师': ['蒂埃里·阿博加斯特'], '美术指导': ['Gerard Drolon', '弗朗索瓦·贝诺瓦-弗雷斯科', 'Dan Weil'], '剪辑师': ['西尔维·兰德拉'], '作曲': ['Helen Beadleston', '艾瑞克·塞拉'], '音乐': ['艾瑞克·塞拉', '约翰·阿尔特曼', 'Andrew Findon', 'William Flageollet', 'Paul Pritchard'], '副导演': ['James Bradney', '帕斯卡尔·舒梅', '弗朗索瓦·纪拉尔', 'Christophe Leprêtre', 'Camille Lipmann', 'Eric McGinty'], '艺术指导': ['Dan Weil'], '服装师': ['玛加莉·圭达希'], '音效': ['Michel Barlier', 'Thom Brennan', 'Pierre Excoffier', 'Patrice Grisolet', 'François Groult', 'Gérard Lamps', 'Anne Le Campion', 'Alain Lévy', 'Jérôme Lévy', 'Pascal Mazière', 'Bruno Tarrière'], '鸣谢': ['Joe Rosenberg'], '道具师': ['罗伯特·鲍姆加特纳', 'James Boniece', 'Sarah Bouyain', 'Luke Eder', '卢克·盖斯布勒', ""Patrick B. O'Brien""], '选角副导演': ['托德·塞勒', 'Jill Kushner'], '场记': ['Sylvette Baudrot'], '置景师': ['弗朗索瓦·贝诺瓦-弗雷斯科'], '影视音乐制作人': ['艾瑞克·塞拉'], '外联制片': ['Helen Beadleston'], '特技指导': ['Peter Bucossi', 'Norman Douglass', '罗伊·法菲尔', 'Michael Russo', 'Gregg Smrz', 'Patrick Cauderlier', '加里·帕斯托雷'], '特效师': ['尼克·阿尔德', 'Peter Bucossi', '尼尔·科博尔德', 'Norman Douglass', '罗伊·法菲尔', 'Michael Russo', 'Gregg Smrz', 'Patrick Cauderlier', '加里·帕斯托雷'], '其他': ['Sylvette Baudrot', 'Brad Bergbom', '约翰·阿尔特曼', 'William Flageollet', 'Frédéric Garson', 'Santiago Thévenet', 'Louis Guerra', '克里斯托夫·马拉提尔', 'Michel Karyo', 'Erin Quinn', '摩根·史柏路克', 'Wing Lee', 'Cameron Watson', '詹妮弗·亚历克斯·尼卡森']}",1994-09-14,0,110,Léon,这个杀手不太冷,9,https://p1.meituan.net/movie/6bea9af4524dfbd0b668eaa7e187c3df767253.jpg@464w_644h_1e_1c,9,法国,9.4,"剧情,动作,犯罪",https://www.maoyan.com/films/4055
2380,5979,"{'导演': ['罗伯托·贝尼尼'], '演员': ['罗伯托·贝尼尼', '朱斯蒂诺·杜拉诺', '赛尔乔·比尼·布斯特里克', '霍斯特·布赫霍尔茨', '利迪娅·阿方西', '朱利亚娜·洛约迪切', '亚美利哥·丰塔尼', '拉法埃拉·莱博罗尼', '克劳迪奥·阿方西', '于尔根·博恩', '维蕾娜·布拉蒂', '罗伯特·卡梅罗', '恩尼奥·孔萨尔维', '吉安卡尔洛·科森蒂诺', '亚伦克·雷格', 'Alfiero Falomi', 'Daniela Fedtke', 'Antonio Fommei', 'Stefano Frangipani', 'Ernst Frowein Holger', 'Alessandra Grassi', 'Hannes Helmann', 'Wolfgang Hillinger', 'Margareta Lucia Krauss', 'Patrizia Lazzarini', 'Maria Letizia', 'Concetta Lombardo', 'Maria Rita Macellari', 'Carlotta Mangione', 'Francesca Messinese', 'Inger Lise Middelthon', 'Andrea Nardi', 'Günther Pfanzelter', 'Cristiana Porchiella', '吉娜·诺维勒', 'Laura Rudeberg', 'Massimo Salvianti', 'James Schindler', 'Andrea Tidona', '迪尔克·范登贝格', 'Giovanna Villa', ""Roberto Dell'Acqua"", 'Katia Crispino', '奥梅罗·安东努蒂', '尼可莱塔·布拉斯基', '沈晓谦', '乔治·坎塔里尼', '张欣', '玛丽萨·帕雷德斯', '汉尼斯·赫尔曼', '彼得·德·席尔瓦', '弗朗西斯·古佐', '吉尔·巴罗尼', '马西莫·比安奇', '阿伦·克雷格', '弗兰科·梅斯科利尼', '安东尼奥·普雷斯特', '理查德·塞梅尔', '李靖飞', 'Laura Susanne Ruedeberg', 'James Falzone', 'Daniela Fedke'], '编剧': ['温琴佐·切拉米', '罗伯托·贝尼尼'], '制片人': ['吉安路易吉·布拉斯基', 'Mario Cotone', '约翰·M·戴维斯', '艾尔达·法瑞', 'Agnès Mentre', 'John Rogers'], '摄影指导': ['托尼诺·德里·戈里'], '摄影师': ['托尼诺·德里·戈里'], '美术指导': ['达尼洛·多纳蒂'], '剪辑师': ['西蒙娜·帕吉'], '作曲': ['尼古拉·皮奥瓦尼'], '音乐': ['尼古拉·皮奥瓦尼', 'Pasquale Filastò', 'Angelo Giovagnoli', 'Fabio Venturi'], '副导演': ['Gianni Arduini', 'Daniele Cama', '丹·埃德尔斯坦', 'Giovanni Marino', 'Luigi Spoletini'], '艺术指导': ['达尼洛·多纳蒂'], '服装师': ['达尼洛·多纳蒂'], '化妆师': ['费德里科·劳伦蒂', '恩里科·雅科波尼'], '音效': ['Louis Cerborino', 'Claudio Chiossi', '丹·埃德尔斯坦', '汤姆·弗莱施曼', 'Dan Korintus', 'James Marchione', 'Silvia Moraes', 'Tullio Morganti', 'Branka Mrkic', 'Harry Peck Bolles', 'Jacob Ribicoff', 'Federico Savina'], '鸣谢': ['Demofilo Fidani', 'Mariangela Gualtieri', 'L. Picciotto Fargion', 'Schlomo Venezia'], '道具师': ['Marco Cuzzupoli'], '选角副导演': ['沙拉·鲁宾', 'Savannah Haske'], '制片主任': ['John Rogers'], '影视音乐制作人': ['尼古拉·皮奥瓦尼'], '现场服装': ['Alessandra Torella'], '其他': ['Pasquale Filastò', 'Angelo Giovagnoli', '艾里亚·波雷利', 'Fabio Venturi', '马里奥·切奇·戈里', 'Alessandra Torella', '维托里奥·切奇·戈里', '毛里齐奥·萨巴蒂尼', 'Leda Lojodice', 'Lilene Mansell', 'Gianluca Lazzaroni', 'Paila Pavese']}",2020-01-03,24,116,La vita è bella,美丽人生,16,https://p1.meituan.net/movie/580d81a2c78bf204f45323ddb4244b6c6821175.jpg@464w_644h_1e_1c,8,意大利,9.3,"战争,剧情,爱情",https://www.maoyan.com/films/1303
4840,9675,"{'导演': ['是枝裕和'], '演员': ['中川雅也', '安藤樱', '松冈茉优', '池松壮亮', '城桧吏', '绪形直人', '森口瑶子', '山田裕贵', '片山萌美', '柄本明', '高良健吾', '池胁千鹤', '树木希林', '佐佐木美结', '郑凯誉', '足立智充', '莳田彩珠', '瑛莲', '每熊克哉', '沟口奈菜', '友咲圆', '清水一彰', '堀春菜', '松浦慎一郎', '森本のぶ', 'Shinsuke Kasai', 'Hideki Nakano', '伊藤克信', 'Yoshimi Tachi', '黑田大辅', '松冈依都美', '井上肇', '安藤轮子', '桥本真实', '五头岳夫'], '编剧': ['是枝裕和'], '制片人': ['石原隆'], '摄影指导': ['近藤龙人'], '摄影师': ['近藤龙人'], '美术指导': ['三松惠子'], '剪辑师': ['是枝裕和'], '作曲': ['细野晴臣'], '音乐': ['细野晴臣'], '艺术指导': ['三松惠子'], '服装师': ['黑泽和子'], '音效': ['Akihiko Okase'], '影视音乐制作人': ['细野晴臣'], '执行制片人': ['是枝裕和'], '其他': ['黄海']}",2018-08-03,19,121,万引き家族,小偷家族,32,https://p1.meituan.net/movie/ac8f0004928fbce5a038a007b7c73cec746794.jpg@464w_644h_1e_1c,7,日本,8.1,"剧情,犯罪",https://www.maoyan.com/films/1216365
,5,"{'导演': ['陈凯歌'], '演员': ['张国荣', '张丰毅', '巩俐', '吕齐', '英达', '葛优', '雷汉', '童弟', '尹治', '马明威', '赵海龙', '费振翔', '李丹', '杨永超', '黄斐', '蒋雯丽', '智一桐', '李春', '吴大维', '黄磊', '宋小川', '张进战', '关之琳', '毛舜筠', '吴君如', '黄百鸣', '吴孟达', '卢敏仪', '黄光亮', '许晴', '岳华', '沈慧芬', '冯远征', '杨立新', '徐杰', '方征', '周璞', '隋永清', '吕奇'], '编剧': ['李碧华', 'Bik-Wa Lei', '芦苇'], '制片人': ['徐枫', '徐彬', '张霞', '唐纳德·蓝瓦德', '徐杰', '才汝彬', '高秀兰', '成志谷'], '摄影指导': ['顾长卫', '纪建民', '亢晓天'], '摄影师': ['顾长卫'], '美术指导': ['陈怀皑', '霍廷霄', '杨占家', '杨予和'], '录音指导': ['陶经'], '剪辑师': ['裴小南'], '作曲': ['李宗盛', '赵季平'], '音乐': ['赵季平'], '副导演': ['金平', '白玉', '张金庭', '张进战'], '艺术指导': ['陈怀皑', '杨予和', '杨占家'], '服装师': ['陈昌敏', '陈长敏', '姜锦明'], '化妆师': ['范青山', '宋小川'], '音效': ['陶经'], '道具师': ['张先春'], '制片主任': ['吕荫培'], '影视音乐制作人': ['赵季平'], '其他': ['孔劲蕾', '舒琪', '哈维·韦恩斯坦']}",1993-07-26,5,171,Farewell My Concubine,霸王别姬,3,https://p0.meituan.net/movie/61fea77024f83b3700603f6af93bf690585789.jpg@464w_644h_1e_1c,6,"中国大陆,中国香港",9.4,"剧情,爱情",https://www.maoyan.com/films/1203
160,66507,"{'导演': ['饺子'], '演员': ['吕艳婷', '囧森瑟夫', '瀚墨', '陈浩', '绿绮', '张珈铭', '杨卫', '李南', '任俊鹏', '何禹祥', '杏林儿', '雨辰', '刘霖竺', '大海', '陶渊', '大卫·陈', '贾米森·普赖斯', '斯蒂芬妮·社', 'Mike Pollock', '文森特·罗德里格兹三世', 'Adam Sietz', '梅森·任'], '编剧': ['饺子', '易巧', '魏芸芸'], '出品人': ['王长田', '李晓萍', '杨宇', '林中伦'], '监制': ['易巧'], '制片人': ['魏芸芸', '刘文章'], '摄影指导': ['刘欣'], '摄影师': ['刘欣'], '美术指导': ['李言'], '动作指导': ['苏沂'], '灯光指导': ['刘欣'], '作曲': ['朱芸编'], '音乐': ['朱芸编', '黄慧仪', 'GAI周延'], '视觉效果': ['石超群', '王皓科', '刘正', '吉姆·瑞吉尔', '瑞安·D·罗梅罗'], '录音': ['李天'], '音效': ['张阳冰', '王冲', '古川', '大海', '姜祉羽', '韩军生', '刘宛鑫', '徐忱'], '分镜师': ['李成颖'], '影视音乐制作人': ['朱芸编'], '配音导演': ['陈浩'], '发行': ['刘琼芳'], '执行制片人': ['陈畅江', '张元强', '张涵雅'], '动画导演': ['林千涵'], '宣传总监': ['王竞'], '视效总监': ['刘正'], '绑定师': ['张俊'], '声音剪辑': ['张阳冰'], '其他': ['罗韬', '赵骏麒', '郎思波', '赵力', '李言']}",2019-07-26,12,110,Ne Zha,哪吒之魔童降世,10,https://p0.meituan.net/movie/005955214d5b3e50c910d7a511b0cb571445301.jpg@464w_644h_1e_1c,5,中国大陆,9.6,"动画,喜剧,奇幻",https://www.maoyan.com/films/1211270
6351,14376,"{'导演': ['朱塞佩·托纳多雷'], '演员': ['蒂姆·罗斯', '比尔·努恩', '克兰伦斯·威廉姆斯三世', '普路特·泰勒·文斯', '梅兰尼·蒂埃里', '加布里埃莱·拉维亚', '皮特·沃恩', '尼尔·奥布赖恩', '阿尔贝托·巴斯克斯', '尼古拉·迪·平托', 'Julien Lovett', '安吉洛·迪洛雷塔', 'Pierluigi Coppola', '阿妮妲·扎格利亚', 'Paul Richard Wood', '希思科特·威廉姆斯', 'Adriano Wajskol', 'Beniamino Vitale', 'Ivan Truol Troncoso', 'Michael Supnick', '布莱恩·普林格', 'Riccardo Pellegrino', 'Stefano Pagin', 'Bernard Padden', 'Noriko Aida', '路易斯·莫尔特尼', 'Adrian McCourt', 'Masa Mbatha Opasha', 'Michael Koroukin', 'Emanuele Gullotto', 'Piero Gimondo', 'Eamon Geoghegan', '伊斯顿·盖奇', 'Andrew Dunford', 'Harry Ditson', 'Agostino Di Giorgio', 'Katy Monique Cuom', '西德尼·科尔', 'Norman Chancer', '科里·巴克', 'John Armstead', 'Vernon Nurse', '费米·依鲁福祖', 'Leonid Zaslavski', 'Luigi De Luca', 'Femi Elufowojo', 'Nigel Fan', '凯文·麦克纳利', 'Roger Monk', '曲敬国', '沙拉·鲁宾', '吉达·布塔', '斯蒂法诺·佩格尼', '安杰洛·迪·洛蕾塔', 'Gianluigi Molteni'], '编剧': ['亚利桑德罗·巴里克', '朱塞佩·托纳多雷'], '制片人': ['马尔科·西蒙兹', '劳拉·法托里', 'Francesco Tornatore', 'Laura Susanne Ruedeberg'], '摄影指导': ['拉乔斯·科泰'], '摄影师': ['拉乔斯·科泰'], '美术指导': ['弗朗西斯科·弗里格里'], '剪辑师': ['马西莫·夸各里安'], '作曲': ['恩尼奥·莫里康内'], '音乐': ['恩尼奥·莫里康内', 'Fausto Anzelmo', '吉达·布塔', 'Angelo Giovagnoli', '安德烈·莫里康内', 'Gianni Oddi', 'Fabio Venturi'], '副导演': ['丹佛·比蒂', '因蒂·卡博尼', 'Davide Cincis', 'Fabrezio Sergenti Castellani'], '艺术指导': ['弗朗西斯科·弗里格里'], '服装师': ['Maurizio Millenotti Maurizio Millenotti'], '化妆师': ['路易吉·洛切蒂', '阿尔多·锡格纳蒂', '雷纳托·弗朗索拉', '文森佐·阿马托'], '视觉效果': ['David Bush', '菲尔·艾特菲尔德', ""Peter 'Beak' Cvijanovic"", '托马斯·坦嫩伯格', 'Solo Avital', 'Simon Carr', '派迪·伊森', 'Armando Lombardo', ""Axel O'Mill"", 'Guido Pappadá', 'Marios Theodosi', '皮特·汉森', 'Alessandro Saponi'], '音效': ['理查德·贝格斯', 'Hugh Waddell'], '鸣谢': ['沃尔特·维尔特罗尼'], '道具师': ['Massimo Casseriani', '阿德里亚诺·吉安尼尼', '恩里克·卢西堤', 'Marco Sacerdoti'], '选角副导演': ['杰里米·齐默尔曼', 'Valerie McCaffrey', '沙拉·鲁宾', '乔·亚当斯', 'Fabrezio Sergenti Castellani'], '置景师': ['布鲁诺·切萨里'], '影视音乐制作人': ['恩尼奥·莫里康内'], '特技指导': ['Giorgio Antonini', 'Stefano Maria Mioni', 'Alessandro Novelli'], '特效师': ['Renato Agostini', 'Stefano Maria Mioni', 'Franco Ragusa', 'Fabio Traversari'], '现场服装': ['Sergio Ballo', 'Alessandro Lai', 'Alfonsina Lettieri'], '其他': ['Sergio Ballo', 'Alessandro Lai', 'Fausto Anzelmo', 'Alfonsina Lettieri', 'Giacomo Caló Carducci', 'Fabian Marquez', 'Angelo Giovagnoli', '安德烈·莫里康内', 'Gianni Oddi', 'Nadya Cazan', 'Biagio Fersini', 'Paolo Verrucci', 'Fabio Venturi', '拉法埃拉·乔凡内蒂', 'Alessandro Fiorito', 'Giuseppe Pelli', 'Domenico Sica', '伊林·麦瑟尔', 'Prescott Niles', 'Erik Paoletti', 'Michela Prodan', 'Silvia Ranfagni', 'Amedeo Tommasi', 'Nata More', 'Pietro Notarianni']}",2019-11-15,8,126,La leggenda del pianista sull'oceano,海上钢琴师,5,https://p0.meituan.net/movie/609e45bd40346eb8b927381be8fb27a61760914.jpg@464w_644h_1e_1c,4,意大利,9.3,"剧情,爱情,音乐",https://www.maoyan.com/films/1292
11502,47872,"{'导演': ['彼得·法雷里'], '演员': ['维果·莫腾森', '马赫沙拉·阿里', '琳达·卡德里尼', '塞巴斯蒂安·马尼斯科', '迪米特·D·马里诺夫', '迈克·哈顿', 'P·J·伯恩', '乔·柯蒂斯', '玛姬·尼克松', '冯·刘易斯', '唐·斯达克', '乔恩·索特兰', '安东尼·曼加诺', '保罗·斯隆', '珍娜·劳伦索', '肯尼斯·以色列', '伊克博·塞巴', '尼克·瓦莱隆加', '大卫·安', '迈克·切罗内', '杰拉尔丁·辛格', '马丁·巴特斯·布拉德福德', '格拉伦·布莱恩特·班克斯', 'Tom Virtue', '沙恩·帕特洛', '丹尼斯·W·霍尔', '吉姆·克洛克', '戴恩·罗兹', '布赖恩·斯特帕尼克', '乔恩·迈克尔·戴维斯', '布莱恩·海耶斯·库瑞', 'Tonya Maldonado', '加文·莱尔·弗雷', '奎恩·达菲', '哈里森·斯通', '比利·布里德', '莱斯利·卡斯泰', '克雷格·迪弗朗西亚', '托尼·查普曼·斯蒂尔', '伊桑·艾哈特', '詹姆斯·W·埃弗莫尔', 'Frank Vallelonga', 'Jim Klock', '丹尼尔', 'Joseph Cortese', 'Johnny Williams', 'Montrel Miller', '瑞奇·缪斯', '胡安·贾斯帕', 'Suehyla El-Attar', '尼克·维勒欧嘉', 'Dimiter Marinov', '辛西亚·勒布朗', '埃尔顿·勒布朗', 'Jeffrey Klemmer', 'Brett Beoubay', '史蒂夫·基什', 'John Frederick', 'David Simpson', 'Ron Flagge', 'Ted Huckabee', 'Sam Malone', 'David Kallaway', 'Brian Distance', 'Von Lewis', 'Don DiPetta', 'Sharon Landry', 'Peter Gabb', 'Ninja N. Devoe'], '编剧': ['尼克·瓦莱隆加', '布莱恩·海耶斯·库瑞', '彼得·法雷里'], '制片人': ['Tom Virtue', '克里斯·鲍尔斯', '彼得·法雷里', '布莱恩·海耶斯·库瑞', '吉姆·伯克', '查尔斯·B·韦斯勒', '尼克·瓦莱隆加', 'Jonathan King', '詹姆斯·B·罗杰斯', '杰夫·斯科尔'], '摄影指导': ['肖恩·波特'], '摄影师': ['肖恩·波特'], '美术指导': ['Scott Plauche', '海伦娜·福尔摩斯'], '剪辑师': ['帕特里克·J·多恩·维托'], '作曲': ['Win Riley', '克里斯·鲍尔斯'], '音乐': ['Kevin Axt', 'Charlie Bisharat', '克里斯·鲍尔斯', '陈雪燃', 'Stefan Karrer', 'Fabrizio Mancinelli', '艾兰·梅耶尔森', '露西娅·米格莱丽', '彼得·罗特'], '副导演': ['Alan Breton', '乔什·克劳斯纳', '詹姆斯·B·罗杰斯', 'Andrew Shepherd', 'Paul Uddo'], '艺术指导': ['Tim Galvin'], '服装师': ['贝奇·海曼'], '化妆师': ['Lawrence Davis', 'Tarra D. Day', 'Sarit Klein', '乔迪·谢弗', 'Oscar Gale', 'Jennifer Jane', 'Ashley Treadaway'], '视觉效果': ['Heather Arthur', '雷·麦金太尔', 'David Ridlen', '苏珊·佐曼'], '音效': ['Laura R. Harris', '安德鲁·克里斯托法罗', '托尼·兰姆伯蒂', 'Martin Lopez', '莎拉·莫奈特', 'Richard Schexnayder', 'David Stanke', '贝基·沙利文', 'Drew Webster'], '鸣谢': ['中西良太', 'Kevin Axt', 'Danger Mouse', 'Gavin De Becker'], '道具师': ['Joshua Anderson', 'Michael Applebaum', 'Nathan Borck', 'Bryan Freed', 'Declan Ryan', '杰里米·桑德', 'Joe Sökmen', 'Jim Wayer', 'Jordan Whaley'], '选角副导演': ['Thomas Sullivan'], '场记': ['Nicole Garcea'], '制片主任': ['John H. Brister'], '影视音乐制作人': ['克里斯·鲍尔斯'], '执行制片人': ['奥克塔维亚·斯宾瑟', '约翰·斯洛斯'], '外联制片': ['Kevin Axt', 'Danger Mouse', '比欧·霍顿', 'Gavin De Becker', 'Nicole Garcea', '克里斯·鲍尔斯', '陈雪燃', 'Valerie Ryan', 'Stefan Karrer', 'Fabrizio Mancinelli', 'Win Riley', '艾兰·梅耶尔森', '彼得·罗特'], '特技指导': ['Heather Arthur', 'Jonathan Arthur', 'Kenny Bartram', '杰夫·布洛克顿', '克里斯·卡内尔', 'Tierre Turner', 'Eddie Yansick', '埃尔顿·勒布朗'], '特效师': ['Nathan Borck', 'Heather Arthur', 'Jonathan Arthur', 'Edward Joubert', 'Kenny Bartram', '杰夫·布洛克顿', '克里斯·卡内尔', 'Tierre Turner', 'Eddie Yansick', '埃尔顿·勒布朗'], '现场服装': ['Isaac Fenter', 'Dan Moore'], '其他': ['Nicole Garcea', 'Valerie Ryan', '黄海', '克里斯·鲍尔斯', 'Stacey England', '比欧·霍顿', 'Aleigh Lewis', '陈雪燃', 'Walter Volpatto', '杰夫·布洛克顿', 'Isaac Fenter', '克里斯·卡内尔', 'Nathan Collins', 'Stefan Karrer', 'Fabrizio Mancinelli', 'Alison J. Forest', '艾兰·梅耶尔森', 'Jorin Ostroska', 'Dan Moore', '彼得·罗特', 'Vicki V. Johnson', 'Michelle Nicolette Kowalski', 'Troy James Miller', '杰里米·桑德', 'Michael Toledo', 'Matthew Rhode']}",2019-03-01,23,130,Green Book,绿皮书,36,https://p1.meituan.net/movie/c9b280de01549fcb71913edec05880585769972.jpg@464w_644h_1e_1c,3,美国,9.5,"剧情,喜剧,传记",https://www.maoyan.com/films/1206605
